"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Comentarios negativos de los usuarios: Ocultar todo","CPM del anuncio (USD)","Impresiones del anuncio"
839663237954458,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","DECLARATORIA POR LA QUE SE EMITE EL PRONUNCIAMIENTO DE CERO TOLERANCIA A TODA SITUACIÓN O EXPRESIÓN QUE VULNERE EL BIENESTAR Y DERECHO DE LAS PERSONAS EN LA UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA

Consulta más en Gaceta UABC: https://gaceta.uabc.mx/edicionesanteriores/gaceta-545-edicion-especial",0,"11/25/2023 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0Q9LRZVvph5V5TBAuSeL1ssLJf6rdTzwkAB8vKdN4KRgEcheL3gHnLapFVJgRiEiNl,0,1,Foto,,,,,Total,1968,1711,0,0,0,0,25,12,6,7,,,,,,
839546427966139,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,89,"11/25/2023 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Lfd83x2vZUtEC7MbdbQHVifh5yL7DF7FBwDt1LBQFp8WaCtwFDYRiBCB7itUPTMxl,0,1,Video,,,,,Total,1359,1164,3,3,0,0,1,,1,,,,,,,
839286804658768,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"GRACIAS POR SER PARTE DE LA XIII SEMANA DE VINCULACIÓN, CIENCIA Y EMPRENDIMIENTO

Dentro de esta semana se vivió en la Facultad de Ingeniería las visitas por parte de instituciones académicas y empresas donde se llevaron a cabo conferencias, pláticas, cursos, exposiciones y foros con el objetivo de continuar construyendo la comunicación y conexiones importantes entre la población estudiantil, las empresas de nuestra región y las diversas instituciones en búsqueda de nuevo talento Cimarrón.

Agradecemos a las autoridades académicas y de la industria que hicieron presencia en esta importante semana de eventos, aportando con su experiencia y apoyo a nuestra comunidad.",0,"11/24/2023 20:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02zLGBg7kZfdcHoyQAyQcR9RZxEdBCLLUKq748Pav984wvxbCxYhzCy76T8mpX9cq5l,0,0,Foto,,,,,Total,5791,5073,22,22,0,0,626,469,157,,,,,,,
839223467998435,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Felicitamos a Club de Robótica, Desarrollo e Innovación Tecnológica - CRODIT por su remarcable victoria en el Concurso de Robótica del Tecnológico de Mexicali llevado a cabo este 23 de noviembre, obteniendo en la categoría de Seguidor de Líneas el primer, segundo y tercer lugar, con los estudiantes de los programas educativos Ingeniero en Computación, Electrónica, Eléctrica y Mecatrónica:

Rodrigo Mendoza Navarro 
Ericka Scarlett Mendivil 
Adame Jesús Antonio flores López
José Andrés Pérez Talamantes
Alfonso Trejo Robles 
Kevin David López Verdín 
King López Jonathan
Anna Paola Mateos Vázquez
Melissa Yazmin Juarez Hernandez
Marissa Guarneros Rodríguez
Angel Rafael Patiño Guerrero 
Josue Angel Acosta Otero

Agradecemos el apoyo y asesoría constante por parte del Dr. Adolfo Heriberto Ruelas Puente, Dr. Pedro Francisco Rosales Escobedo y el Mtro. Omar Muñoz Urías, promoviendo la participación en eventos fomentando la competitividad y desarrollo del aprendizaje tecnológico en nuestra comunidad universitaria.",0,"11/24/2023 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid079VhYnJATiDFUQ2qQgSuJKJqgsRPvGsWFLBdSxnMoTuRwApE9qLbURzm4DhrA3Jdl,0,0,Foto,,,,,Total,6106,5433,60,58,0,2,764,594,169,1,,,,,,
839205554666893,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Este miércoles 22 de noviembre, en el marco de la campaña ÚNETE UABC: ""16 días de activismo contra la violencia de género"" se llevó a cabo la apertura con la Exposición Fotográfica: Cultura de Paz x una FIM libre de violencia de género, donde se llevó a cabo la premiación del Concurso de Fotografía. Temática: Violencia de Género, dónde los ganadores fueron:

🥇Ivan Francisco Valenzuela Verdugo. Estudiante de la Facultad de Ingeniería campus Mexicali, 7mo semestre de Ing. Industrial. Con la obra: Felicidad a expensas de una lágrima

🥈Hannya Paoulina Yescas Flores. Estudiante de Facultad de Ingeniería campus Mexicali, 3er semestre de Tronco Común. Con la obra: Nacer mujer no debería darme miedo.

🥉Ximena Villavicencio Ulloa. Estudiante de la Escuela de Ciencias de la Salud campus Ensenada, 4to semestre de Medicina. Con la obra: Gritos Silenciosos

Agradecemos al área de Orientación Educativa y Psicopedagógica y al equipo de trabajo coordinado por la Psic. María de los Ángeles González Barajas para llevar a cabo este evento siendo parte de los esfuerzos en la misión de la campaña en sumarse al llamado de la no violencia contra las mujeres y  continuar construyendo un mundo libre de discriminación, desigualdad y actos de violencia hacia mujeres y niñas.

En un esfuerzo conjunto por abordar la problemática de la violencia de género y fomentar la conciencia en la Facultad de Ingeniería, los Cimarrones se unieron a la actividad ""EXPRESATE"", donde el objetivo central  fue crear un espacio seguro para la expresión y la solidaridad, en invitación y concientización a unirse en contra de la violencia de cualquier tipo hacia la mujer y trabajar en la creación de una comunidad más inclusiva y respetuosa.",0,"11/24/2023 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0AZVaaDdZbPoCzFNMA7gK2RuDZ29TGsbxuBcsh28og2Ej4vR2tZYKHMQMF5KfTEGHl,0,0,Foto,,,,,Total,6560,5586,56,47,3,6,759,537,222,,,,,,,
838602414727207,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/23/2023 12:11",N/A,https://www.facebook.com/photo.php?fbid=838602414727207&set=a.560878725832912&type=3,0,0,Foto,,,,,Total,2861,2601,31,30,0,1,80,14,66,,,,,,,
838538081400307,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/23/2023 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0ePERpbobwbNPy9CfeGd8F8WqHLndnros6WgVApSoGpMrjNcJmMGgq94k1P8LD5ml,0,0,Foto,,,,,Total,2281,1993,6,5,0,1,19,16,3,,,,,,,
838106301443485,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Te invitamos a participar, ingresando con tu correo
institucional, en la siguiente liga:
http://ed.uabc.mx
Tu opinión es importante. ¡Participa!
Cualquier duda comunícate al siguiente correo:
evaluaciondocente@uabc.edu.mx
#uabc",0,"11/22/2023 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0V5TzWVLM2BtTMfDR3k8vQVsVvYtf5tEHxEAs5Cc1FjB9ALXiBrKpES4FjFj9jJf7l,0,0,Foto,,,,,Total,2374,2011,3,1,1,1,25,9,2,14,,,,,,
837990784788370,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"ASÍ SE VIVIO EL PRIMER DÍA DE LA XIII SEMANA DE VINCULACIÓN, CIENCIA Y EMPRENDIMIENTO 

Instituciones académicas de preescolar, primaria, secundaria y bachillerato realizarán sus visitas a la Facultad de Ingeniería Mexicali en la Semana de Vinculación en una demostración de aprendizaje, ciencia e ingeniería. Extendemos nuestro reconocimiento a el Coordinador de Extensión y Vinculación, Dr. Emmanuel Santiago Durazo Romero, y a su equipo de trabajo por sus esfuerzos al realizar la labor y coordinación para hacer realidad estos eventos.

Agradecemos al Vicerrector de UABC Mexicali, Dr. Jesús Adolfo Soto Curiel, y a nuestra Directora, Dra. Araceli Celina Justo Lopez, por su asistencia a la ceremonia de inauguración y dar sus generosas palabras de inicio a esta semana de actividades.",0,"11/22/2023 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0325Pe9ndsLToRmYmQn73Aqaeg6LxpRPMNWwztqrLgE2AnaTg8T5vBdaGCRff1WFT2l,0,0,Foto,,,,,Total,8874,7546,115,105,2,8,1516,1098,418,,,,,,,
837627758158006,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/21/2023 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0kEiXUAhsKmqWvVKZ9u3dQsSQrD2KLL77sy1U2KxEnmRHtXaoNLkV3APbRVX9otgNl,0,0,Foto,,,,,Total,4805,3934,39,27,0,12,189,165,24,,,,,,,
837618938158888,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/21/2023 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0nLbUgLzMPPGnhoAnhLzi1Bjdmn5MwWJQVLtHhUJWNKvVmzmr58HjpiFCaY1GSFgfl,0,0,Foto,,,,,Total,2808,2405,15,10,0,5,41,39,2,,,,,,,
212079065175115,422553107793433,"Facultad de Ingeniería UABC Mexicali","Secuales emocionales por pandemia","Secuales emocionales por pandemia",2148,"11/17/2023 12:11",uploaded,https://www.facebook.com/fimuabc/videos/212079065175115/,0,0,"Video en vivo",,,,,Total,,1550,22,15,2,5,,,,,25302.943,12.824,0,,,
835018821752233,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","¡Muchas Felicidades a todos los participantes alumnos y docentes!
Enhorabuena y éxito",69,"11/16/2023 18:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid021mbEDyWmSm1JS67PM3bE5gGGDrhCaxDbKAV6shHKuNsTCTmqQ1P9WRZ8acpkT1pLl,0,1,Video,,,,,Total,1857,1503,18,18,0,0,27,,27,,,,,,,
835017185085730,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"A la Facultad de Ingeniería nos enorgullece felicitar a la M.C. Dalila Blanca Pérez Pérez por ser ganadora del Concurso de la Industria Datilera Mexicana en la categoría No. 1: “La Mejor Investigación Científica Aplicada Sobre el Cultivo de la Palma Datilera en México”. Premio otorgado por El Segundo Festival Internacional de Palma Datilera en México y el Premio Internacional Khalifa para la Palma Datilera y la Innovación Agrícola con la investigación denominada: Evaluation of convolutional neural networks’ hyperparameters with transfer learning to determine sorting of ripe medjool dates. Autores: Blanca Dalila Pérez-Pérez, Juan Pablo García Vázquez, Ricardo Salomón-Torres.

Los criterios de evaluación para esta categoría fueron: La importancia de la investigación para el sector del cultivo de la palma datilera y sus productos. Los beneficios económicos y sociales de la investigación sobre el estado económico y agrícola. Y el nivel de publicación científica de la investigación en revistas científicas.

Evento celebrado en San Luis Río Colorado Sonora.
¡Enhorabuena y qué sigan los éxitos!",0,"11/16/2023 18:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02JHaiBn3o6taxnwZD9fzzScHuc9o7z8TNBr5HAqQL5SB2UZhmTzg4sDkUzndapBX6l,0,0,Foto,,,,,Total,5863,5127,133,122,6,5,602,464,138,,,,,,,
835009061753209,422553107793433,"Facultad de Ingeniería UABC Mexicali","Estudiantes de UABC fortalecerán su formación al colaborar en Bosch México | Gaceta UABC","Convenio entre Bosch y Uabc  que establece la continuidad de colaboración entre ambos organismos.

https://gaceta.uabc.mx/notas/academia/estudiantes-de-uabc-fortaleceran-su-formacion-al-colaborar-en-bosch-mexico",0,"11/16/2023 18:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Ltwtkg7RpdQ7AE1EUmebBbtTWoY4nNSduGFkuWYWQQVjN4aD1wfL6j4qKFU5HGwxl,0,0,Enlace,,,,,Total,1590,1330,0,0,0,0,5,,,5,,,,,,
835005438420238,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2023 18:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid022v6kMQ9WpaPSRV1VFb4HR3AzbAzw21zYroNYfbA1TjtM2TXKjJSCQssGux9rHzBgl,0,0,Foto,,,,,Total,3451,2925,54,49,2,3,110,21,89,,,,,,,
834934335094015,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2023 14:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid038LQTADjdQ9qjftLntDp9QUgDH47Ro44BFbUcq7aaivDrPdAXP9rPpkvcKBYzCpGQl,0,0,Foto,,,,,Total,3450,3067,5,4,0,1,148,137,11,,,,,,,
834918748428907,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2023 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0R81sEgdrWtDLcj9tCRMuaw6xx3PEw1XvMdacTaXpzhrCjKGqdJKBKgGLxVyymfJHl,0,0,Foto,,,,,Total,2292,1990,9,8,0,1,42,40,2,,,,,,,
834889218431860,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2023 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid09erW4XrC7vzzgmcMmgdGaryJC7L4LFTPeGii6sWZdb8vMVDo3DuhhN3KB1XJK7Yrl,0,0,Foto,,,,,Total,2527,2288,7,6,0,1,53,48,5,,,,,,,
834461178474664,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","Nos enorgullece felicitar a la Dra. Marcela Deyanira Rodriguez Urrea por su logro como ganadora en:

PREMIOS ANUIES 2023. CATEGORÍA INNOVACIÓN EN LA PRÁCTICA DOCENTE REGIÓN NOROESTE

Siendo mérito de prestigio y orgullo para la Universidad, continuando en la labor de elevar la calidad y nivel de educación superior en la región.
#SomosFim",0,"11/15/2023 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02JcurweduRcGmRABpKvxzmMvF72W64yDH3xccSLeXZbavtcV5QZ3TNkWKkSepfp6el,0,1,Foto,,,,,Total,3442,3058,64,57,6,1,222,156,66,,,,,1,,
833918518528930,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"❗❗ ATENCIÓN COMUNIDAD FIM ❗❗

Nos complace informar que hemos concluido el proceso de evaluación de los Programas Educativos de la Facultad de Ingeniería - Campus Mexicali. Es un logro significativo que refleja el compromiso con la excelencia académica y la mejora continua.

Agracedemos a CACEI y a los comités evaluadores por su arduo trabajo y dedicación en este proceso y a la comunidad universitaria por su participación en este proceso de mejora continua de su Universidad. Su experiencia y criterio serán fundamentales para continuar garantizando la calidad y relevancia de nuestros programas.",0,"11/14/2023 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02JZ697Kah6KHcEhc2C8u7CMJXSdcf37rfhWCz4Eg66kArJBavTV8FRYg1rEWpxj6gl,0,0,Foto,,,,,Total,6951,6170,99,97,0,2,1340,874,466,,,,,,,
833833108537471,422553107793433,"Facultad de Ingeniería UABC Mexicali","Agua potable y refrigeración para comunidades remotas | Gaceta UABC","MTRO. INVESTIGADOR JUAN RÍOS ARRIOLA PRESENTA PROYECTO PARA APOYAR CON AGUA POTABLE Y REFRIGERACIÓN PARA COMUNIDADES REMOTAS

En el marco del 8.° Ciclo de Conferencias Internacional que organizó la Facultad de Ingeniería Mexicali (FIM) de la Universidad Autónoma de Baja California (UABC), se llevó a cabo el pasado 3 de octubre la presentación del proyecto de investigación: ""Sistema de desalinización y enfriamiento por absorción activado por energía solar para comunidades remotas"".

Los resultados derivados de este estudio y su aplicación pueden tener un impacto significativo en las comunidades de México que no tienen fácil acceso a agua potable y refrigeración. La conferencia fue impartida por el maestro en ingeniería Juan Ríos Arriola, quien es egresado de la carrera de Energías Renovables de la UABC, Unidad Valle de las Palmas, expuso algunos resultados de su investigación en la que explora soluciones innovadoras en el ámbito de la sustentabilidad.

Señaló que el desarrollo de sistemas de desalinización y enfriamiento activados con energía solar ofrecen la posibilidad de obtener agua potable y refrigeración de manera sostenible, mejorando así la calidad de vida de las personas que viven en áreas donde el acceso a agua limpia y fresca es limitado.

Entérate de más en Gaceta UABC: https://gaceta.uabc.mx/notas/academia/agua-potable-y-refrigeracion-para-comunidades-remotas",0,"11/14/2023 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02zQdYzDwYoYXVAbSt91SFcV58Yg5yEjxXCNfr7RrkdbFeycBoFKjEVFkk9StXzyjDl,0,0,Enlace,,,,,Total,2046,1768,20,19,1,0,8,,6,2,,,,,,
833763271877788,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2023 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02AKd6vVX86pLodMYVNEhh6wX8NQnz3K1D23GMdES4jFgrDstRnFYJX6ny1zG7poh2l,0,0,Foto,,,,,Total,1677,1491,1,1,0,0,8,7,1,,,,,,,
833762368544545,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2023 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02a7PDGzqm7vatPen6xRx7dudTH8qA3jojSK31DLeQFLrSHE1CfyD1B313uZwqogPwl,0,0,Foto,,,,,Total,2776,2497,17,15,0,2,53,47,6,,,,,,,
833760058544776,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2023 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0AhuLV4PJvHiiwBRMsPEFcmzSxaf84VnjbSDWK7Ga3BVqCiZi8ZRxt4WUyBCLCGeyl,0,0,Foto,,,,,Total,2806,2477,7,6,0,1,91,84,7,,,,,,,
833758615211587,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2023 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0dZgAouvbBVJ6fRqsPEss3EdpJy16oa4JsDaU9wHKfhckn2bk3qkecsGs7UtCidwUl,0,0,Foto,,,,,Total,8245,7026,27,12,11,4,1172,1038,134,,,,,,,
833758051878310,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Alumnos que tienen planes de graduarse en el semestre 2024-1 se les invita cordialmente a una tutoría sobre los requisitos necesarios para el proceso de egreso, para que tengan la oportunidad de concluir satisfactoriamente.

Pueden asistir en uno de los dos horarios disponibles.",0,"11/14/2023 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02ep2EFPEHQoiiE8bBcb3vhT2JhWzkn3xh8iTpExgnbShrppqAsH2dn7UQwavzo9yl,0,0,Foto,,,,,Total,2091,1867,2,2,0,0,11,7,4,,,,,,,
833757111878404,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Alumnos potenciales a egresar en 2023-2 se les invita cordialmente a la tutoría grupal sobre los requisitos de egreso, el proceso para obtener su título y cómo registrarse en la bolsa de trabajo de la UABC.",0,"11/14/2023 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0NQ6dhdHk6NMpN4jHwmWLs4PHVpTZaNLWTd6iN3LF31cL8TvcUh5m4xNDMQaTdUZRl,0,0,Foto,,,,,Total,2482,2279,3,1,0,2,24,18,6,,,,,,,
832896638631118,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"FIM-LSC PRESENTE EN GAMACON 2023 

Estudiantes del Programa Educativo de Licenciatura en Sistemas Computacionales asistieron a Gamacon 2023, en la promoción a la Facultad de Ingeniería de nuevos profesionistas aspirantes al GameDev, dónde desarrollarán habilidades de implementación, gestión y creación de proyectos de software de calidad. Habilidades necesarias en la actualidad en la industria de la tecnología y el desarrollo de videojuegos.

¡Agradecemos a Gamacon y a su director, Hugo Abel Castro, por su invitación a la convención geek más importante de la región!

 #gamacon #gamacon2023",0,"11/12/2023 18:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02mg9nTnRXAgQsEo9joMc6hRrtkjoFgPFAr7ATz9TiEitrbQQLAhgjkGaX7mbzbe9Dl,0,0,Foto,,,,,Total,7474,6655,104,96,3,5,1391,1120,270,1,,,,,,
832868535300595,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"UABC-FIM GANA 1ER LUGAR EN ROBOMATRIX CONTINENTAL, CATEGORÍA SEGUIDOR DE LÍNEAS 🥇💚💛

Nos enorgullece felicitar a los ganadores del 1er lugar en Robomatrix  Ed. Continental en la categoría: Seguidor de Líneas, celebrado este pasado 10 de Noviembre en la Universidad Panamericana en Ciudad de México, compitiendo contra 51 contendientes de toda América. Sus esfuerzos y empeño son reconocidos como los ganadores dentro de la competencia de robótica más importante de Occidente, en la cual representaron y dejaron en alto a la UABC-FIM, el Programa Educativo de Ingeniero en Computacion y al Club de Robótica, Desarrollo e Innovación Tecnológica - CRODIT 

Con los alumnos:
Kevin David López Verdín
Rodrigo Mendoza Navarro

Asesorados por sus profesores:
Omar Muñoz
Adolfo Ruelas

¡Esperemos se unan más compañeros en este tipo de competiciones!",0,"11/12/2023 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02acm7FWs8rVG6e3L2iBqSj6jGfFXfJW95a2T35S2bm2C7vjMVxLEfc3wXD9CmiBZtl,0,0,Foto,,,,,Total,10240,8955,417,372,31,14,1586,1050,536,,,,,,,
831790888741693,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"""Atención alumnos de nuevo ingreso a la FIM, se les cita a la Segunda tutoría grupal del 13 al 17 de NOVIEMBRE, favor de revisar el horario y fecha asignada a cada grupo, en éstas pláticas recibirán información sobre materias intersemestrales, solicitud de exámenes extraordinarios, proceso de reinscripción, entre otros. Los esperamos!!""",0,"11/10/2023 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02A14GQoaLSRxuAAdi94YmcLQMVzr3RPk3HCFAjtUG4DL5votwW6XJdJwyatxWoh8Al,0,0,Foto,,,,,Total,3697,3206,3,2,0,1,146,132,14,,,,,,,
831762142077901,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Estudiantes de licenciatura!
Ya inició el proceso de evaluación docente en la opinión del alumnado.
Tienes hasta el 24 de noviembre del 2023, te invitamos a participar, ingresando con tu correo
institucional, en la siguiente liga:
http://ed.uabc.mx
Tu opinión es importante. ¡Participa!
Cualquier duda comunícate al siguiente correo:
evaluaciondocente@uabc.edu.mx
#uabc",0,"11/10/2023 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02ypmxKPyR1TXsewRfYtw13iY7p2btAEsmwKZVMoSbG2nh7YfewhXtcBQZunHdyErkl,0,0,Foto,,,,,Total,2231,2027,2,0,0,2,22,5,4,13,,,,,,
831750772079038,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"11/10/2023 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid027ZrBszLqtsgHYkdGvo16XoCvth4DE398LqkqujQuzo8fk5XHVuajyR4oFfuW6pGBl,0,1,Foto,,,,,Total,1636,1464,1,0,0,1,17,13,3,1,,,,,,
831750715412377,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"11/10/2023 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02nTN8wgtDWkxSGuRZNg67NqHsh6igPvX9TJSN65KhteQv3s2spNgDTnvz7ZgpkmTJl,0,1,Foto,,,,,Total,1778,1619,2,1,0,1,30,20,5,5,,,,,,
830700985517350,422553107793433,"Facultad de Ingeniería UABC Mexicali","Single Sign On - UABC - Login Single Sign On UABC","¡Estudiantes de licenciatura!
Ya inició el proceso de evaluación docente en la opinión del alumnado.
Tienes hasta el 24 de noviembre del 2023, te invitamos a participar, ingresando con tu correo
institucional, en la siguiente liga:
http://ed.uabc.mx
Tu opinión es importante. ¡Participa!
Cualquier duda comunícate al siguiente correo:
evaluaciondocente@uabc.edu.mx
#uabc",0,"11/08/2023 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid028fC1uY68MJYjGFYsc9hiKAdAfSvddxREhJEjpuxh8HwtbAGXPXCupqYjHY5uAUsLl,0,0,Enlace,,,,,Total,2102,1830,4,2,1,1,38,,28,10,,,,,,
830700465517402,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"11/08/2023 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0DoLQS3R2EKFuPSrCbRH3VBKjsWd4vVxgZaRqdttbJEcwLYTwLyxgvhLWs6nUJ5wRl,0,1,Foto,,,,,Total,1663,1489,4,4,0,0,60,48,9,3,,,,,,
830700215517427,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/08/2023 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02LYXNjYLUNumAfhmdyUrsWKExyCTdkV7mMoRNttYd71guwLr5hyDAmxpX6U3nVRfKl,0,0,Foto,,,,,Total,3173,2946,12,10,0,2,40,29,11,,,,,,,
830688788851903,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Alumnos de la FIM

No olviden realizar la evaluación a su tutor del 1 al 24 de Noviembre, en el Sistema Institucional de Tutorías: https://sit.uabc.mx/app
Es requisito previo a su tutoría de reinscripción.",0,"11/08/2023 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0SqWJyKCYG9bMgWDbssZ95qGMjjSp3ANqMj5WZkEz2CFRC5AJ9bKPk54i36KcotMQl,0,0,Foto,,,,,Total,5010,4251,33,17,10,6,297,99,131,67,,,,,,
830237365563712,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"DOCENTES Y ESTUDIANTES DE LA FACULTAD DE INGENIERÍA -  MEXICALI CONTARÁN CON LICENCIA PARA USO PERSONAL DE MATLAB

Acelera tu aprendizaje e investigación con la nueva licencia de MATLAB y Simulink para todo el alumnado, profesorado, personal e investigadores, dentro y fuera del campus, en cualquier dispositivo.

Crea tu cuenta o inicia sesión en MathWorks con tu correo institucional (la.mathworks.com/mwaccount) para disfrutar de los siguientes beneficios:

- Instalación de MATLAB sin costo en tu dispositivo personal.
- Acceso a la versión en línea para trabajar en tus proyectos desde cualquier lugar.
- Almacenamiento en la nube con MATLAB Drive para guardar tus proyectos y simulaciones.
- Cursos sin costo enfocados al manejo al manejo de MATLAB y Simulink.
- Acceso a herramientas de evaluación de código exclusivo para docentes.

En caso de necesitar asistencia con la activación de la licencia, comuníquese a Victoria Barba en vbarba@multion.com",0,"11/07/2023 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02yewssA3hTKUtMYwdFGfu1FXWhpLyUMfbGce3JxRABfPS2hWT7861RrD2nt1F5hZ1l,0,0,Foto,,,,,Total,8932,7571,242,214,14,14,829,305,492,32,,,,,,
829808382273277,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día viernes 3 de noviembre de 2023, se llevó a cabo el Examen de Grado de la Maestría en Ciencias del sustentante VICTOR MANUEL HUERTAS LÓPEZ
El trabajo de Tesis titulado ""IMPLEMENTACIÓN DE MODELOS DE MICRO SIMULACIÓN VEHICULAR PARA EL ANÁLISIS DE RUTAS DEL TRANSPORTE DE CARGA PESADA EN ZONAS URBANAS. CASO DE ESTUDIO EN MEXICALI, BAJA CALIFORNIA"" contó con la dirección de tesis del Dr. ALEJANDRO SANCHEZ ATONDO.
¡Felicidades y Enhorabuena!",0,"11/06/2023 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02wFV6b7cQ62WWDW3cF2fWKQ2QDbXciXzL9yggYkPcKkYcHfa4MWD7ECDm2Q7ENVzsl,0,0,Foto,,,,,Total,6586,6149,106,104,1,1,524,438,86,,,,,,,
829749132279202,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/06/2023 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02SMmNGcbd2NNSuVYia7z1R6DhLFdViztC4JvPXkd5v27p7m6CSZCgZphQVk4d9JZ3l,0,0,Foto,,,,,Total,3898,3555,28,27,1,0,143,91,52,,,,,,,
