"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Comentarios negativos de los usuarios: Ocultar todo","Comentarios negativos de los usuarios: Ocultar",REELS_PLAYS:COUNT,"Segundos reproducidos","Segundos en promedio reproducidos","Impresiones del anuncio","Ingresos estimados (USD)"
798009745453141,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡El #RALLYDEINNOVACIÓN está a la vuelta! La competencia más grande de #AméricaLatina para universitarios.
FACULTAD DE INGENIERÍA , Sede del Rally Latinoamericano de Innovación  2023!!! 6 y 7 de Octubre !!!
28 horas consecutivas de soluciones creativas para problemas de la región, interacción entre #EstudiantesLatinos y diversión asegurada. 🙌🏽
Las inscripciones de participantes están abiertas 🎉, no te quedes afuera de este increíble evento. Integra tu equipo y participa !!!!

Si estás interesado registrate !!!! https://forms.gle/vRTvUWLEZgspAf386

Para mayores informes vianney.linares@uabc.edu.mx",0,"09/11/2023 12:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Cpsa43KNqETpHC5UyRUuxvTY7A95VXHBRkBvQpApVke3RTqYcy2A7ZHJYT7ZdBkul,0,0,Foto,,,,,Total,1818,1384,11,6,1,4,33,13,20,,,,,,,,
798096345444481,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"09/11/2023 16:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02RBQAdk8hrzZsQEFnzaHrD6S1ZjEGnTgcTnWnifXnw6aCgjWTZnV5sPDQu94EWNfsl,0,1,Foto,,,,,Total,1918,1702,4,3,0,1,21,12,9,,,,,,,,
798097295444386,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","¡Muchas Felicidades Bryan Vargas Espinoza, estudiante del Tronco Común de la Facultad de Ingeniería Campus Mexicali!
¡ Enhorabuena, qué sigan los éxitos !",0,"09/11/2023 16:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02kr6k2cLgggHkD99faQyKvDWJN4a85Cb6gP2eKZA7ipFVPxsdmvHnX5MomMxPDnvzl,0,1,Foto,,,,,Total,3731,3329,25,25,0,0,160,94,66,,,,,,,,
760473412540108,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Felicitamos a los estudiantes de la Facultad de Ingeniería, Alejandro Pinedo Rivera, Karen Paola Sánchez Cruz y Brianda Carolina Angulo Valenzuela, integrantes del Club de Investigación Universitario de Desarrollo en Sistemas Espaciales integrado por estudiantes de la FIM y FCITEC por representar a nuestra universidad en la competencia más importante a nivel mundial en cohetería de alta potencia ""Spaceport America Cup"" con sede en Las Cruces, Nuevo México, Estados Unidos del 19 al 24 de junio. La misión denominada CIMARRÓN III tuvo cómo objetivo impulsar un cohete a 10,000 ft, 100% hecho de materiales compuestos y aluminio monitoreado por computadoras de vuelo, con una carga útil de 4kg en la categoría de motor comercial (COTS).

En dicha competencia estuvieron presentes 158 equipos de 24 diferentes países con la presencia de 5 equipos mexicanos: UABC, IPN, UNAM, UNAQ y el Tec de Monterrey.
¡Muchas felicidades!",0,"07/03/2023 09:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid0yNZnUk6ZnnTpd3Mav8S5uWKbonXXjxRbLR4CcZwBHxHQwpVp4scfom4AtXXzRyFJl,0,0,Foto,,,,,Total,20416,15527,440,398,16,26,2326,1440,886,,,,,,,,
761236885797094,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"07/04/2023 16:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid029gAUcyeRfiphvNRmKCbSBv6U4ZzqrjmWFjpuSb1UyaYSwakUmE26SPWGc54RUhtHl,0,1,Foto,,,,,Total,4847,3648,9,7,0,2,84,25,57,2,,,,,,,
762963715624411,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"07/07/2023 11:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid03wHwJU7XRudeVrAJonEKLJuvS71BPio2VQ3eCxs4kf3KSgcrqa1RLuK9PrHFSvoxl,0,1,Foto,,,,,Total,5340,3893,15,15,0,0,97,18,65,14,,,,,,,
766910245229758,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"07/14/2023 10:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid02EEfrLbyULbqQLshorS7aCnyDZDJRtFRu2ti1uY1LLdrYYUokuPFrtFMGd44a84JZl,0,1,Foto,,,,,Total,4472,3255,11,11,0,0,77,48,29,,,,,,,,
775792901008159,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"07/31/2023 08:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid02xVtgpie5SCv4Vkxq4bLuS5vtDXYbzX3bf1fTZWQo33DVbSxSFsCBNKqyWqTs1QVol,0,1,Foto,,,,,Total,4732,4349,24,22,2,0,573,73,500,,,,,,,,
775898034330979,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"07/31/2023 13:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid0B4SATAGwTG2Cgayw3b8f3NfTBkez1AckL1EksyUFZrSWzkiNJgHvvA5VMcR4hgY4l,0,0,Foto,,,,,Total,2811,2504,4,3,0,1,33,27,6,,,,,,,,
776053600982089,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"07/31/2023 21:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid02X6sA7u8okJy5shCyAikACjx21K69y7nHTugkr2SFo9aaVrcts3L4A9r63KuN8HAcl,0,1,Foto,,,,,Total,3488,3126,8,8,0,0,93,31,62,,,,,,,,
776300190957430,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/01/2023 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid031atPof1bC9bkMEXqrAVERAFwW2TfSoUU5x9xaJiv6GkYiW21cWCZQne9MzwLipLNl,0,0,Foto,,,,,Total,5094,4157,6,3,3,0,597,492,105,,,,,,,,
776375914283191,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"08/01/2023 11:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid01N7QxPWHSJP4jwmv7jUnZw94jUuUXZpCpqzFx3giJCR7XFidYuyzk26jevHuTpJXl,0,1,Foto,,,,,Total,4478,4053,35,35,0,0,395,174,221,,,,,,,,
776786864242096,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/02/2023 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid09U9myuXNyrVStGT3VfvApJkYJrbm4c7HpFdxq9V2iQGoNfB85TzJjR1yii5KmG3hl,0,0,Foto,,,,,Total,3074,2656,7,5,0,2,205,179,26,,,,,,,,
776831187570997,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"2 de agosto fecha límite de pago de reinscripción",0,"08/02/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02dTn4fkGbcxVUaR3BGh4dycsi6Pm35U1TqWRVbcogCDWWBhxAaac6qnfUpRNfZv2Yl,0,0,Texto,,,,,Total,4287,3913,11,10,0,1,195,,195,,,,,,,,
777333587520757,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Damos la bienvenida a la generación de cimarrones 2023-2!💚💛

Esta semana se lleva a cabo el curso de inducción abriendo las puertas a los estudiantes de nuevo ingreso en la reunión de Bienvenida al Ciclo Escolar 2023-2, donde autoridades de la Facultad de Ingeniería Mexicali se reunieron con los alumnos para dar a conocer las nuevas mecánicas, retos y oportunidades que esta nueva etapa de su vida académica conlleva.

Se dio en conjunto la Casa Abierta, donde los padres de familia de los estudiantes de nuevo ingreso conocieron el funcionamiento interno de como será la trayectoria universitaria de sus hijos e hijas, con sesiones de preguntas y respuestas y recorridos por nuestros laboratorios especializados.

Agradecemos a nuestra Directora, Dra. Araceli Justo López, en conjunto de la mesa de directivos y autoridades de la Facultad y los R.P.E. por su asistencia y abrir las puertas a los nuevos cimarrones en formación a una vida profesional y un mejor futuro.
 #somosfim",0,"08/03/2023 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Fb5pdMWkkMifvAWY9HAx2QWGpEsDqN61MKAMxRSMqy8cJL8HBotr3bvxKg73ANYhl,0,0,Foto,,,,,Total,8775,6533,91,81,6,4,1662,1177,485,,,,,,,,
777374334183349,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La Coordinación General de Servicios Estudiantiles y Gestión Escolar ha decidido extender la fecha límite de pago de Reinscripción 2023-2 hasta  el MARTES 08 de AGOSTO.",0,"08/03/2023 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02ACdiRXDYghhSgguE5nmAzP9XNNAFK9K1VhmzdLAawy13XE76xuYyok9AKDwF1i6sl,0,0,Texto,,,,,Total,1990,1646,6,6,0,0,8,,8,,,,,,,,
777408814179901,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Forma parte de la nueva oferta educativa de la Facultad de Ingeniería Mexicali ofrece a partir de este 2023-2 con Ingeniería en Semiconductores y Microelectrónica.",0,"08/03/2023 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0ob7Nrv8hpaHhfLkw2wRXF8psoaD4PWyNyPMX8XcZyCXCHzaBPAGuYW6wrF6ktfiDl,0,0,Foto,,,,,Total,12277,10712,312,263,28,21,1487,259,1228,,,,,,,,
777432140844235,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"https://bibliotecas.uabc.mx/wp-content/uploads/2023/04/Calendario-de-Actividades-2023-2-2024-1.pdf

Calendario de Actividades Escolares UABC",0,"08/03/2023 11:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0rygtUV1w3ofqBaAzhmpJP1AHrhVGSk3KyrHMAamh9Y3r78L4f2AEQaaYUYXk8W1gl,0,0,Foto,,,,,Total,9483,7756,47,37,1,9,1608,1305,129,174,,,,,,,
777862654134517,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy se realizó la ceremonia de bienvenida a la UABC para los estudiantes de nuevo ingreso en el semestre 2023-2. 

Nuestro rector, Dr. Luis Enrique Palafox Maestre, en conjunto de los Directores de las Facultades de UABC Mexicali, incluyendo a nuestra Directora, Dra. Araceli Celina Justo Lopez, abrieron las puertas a los jóvenes que en los próximos años tomarán las decisiones del futuro de nuestra sociedad 

¡Bienvenidos a la UABC! 💚💛 #SOMOSFIM",0,"08/04/2023 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid024BvdhAi4ZYerm5AzAVahsS7pkH4n464MLjf6WnzjqFsFRfvDu9Grm7aKcoVEsp28l,0,0,Foto,,,,,Total,5650,4913,55,50,2,3,675,493,182,,,,,,,,
779660443954738,422553107793433,"Facultad de Ingeniería UABC Mexicali","Fotos de portada",,0,"08/07/2023 15:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02g9jHKA2mLBzs5c8zs1Mva9LqiKbX9CQUCPAy5ygcosYDeYHD56rG5B8jHTqaaQdgl,0,1,Foto,,,,,Total,2863,2630,14,14,0,0,110,51,59,,,,,,,,
