"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Comentarios negativos de los usuarios: Ocultar","Total de clics","Clics de otro tipo","Consumo de segmentación del público coincidente (Photo Click)","Clics en el enlace","Consumo de segmentación del público coincidente (Video Click)","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","CPM del anuncio (USD)","Impresiones del anuncio"
614987033755414,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0iL5yFdX53du879mYYaLMPx4zavgS27zTinTyNUoSXkP4mr2Rd6bQAUMF2QmRMF3Pl,0,0,Foto,,,,,Total,1890,1634,2,2,0,0,,24,2,22,,,,,,,
614981643755953,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0UsnEYoaTgjd5JM2kDGYrdVq16AUYFgKU5QyUsFijdeHcvw3kqJydzoKijWJoiUWQl,0,0,Foto,,,,,Total,3654,3150,14,9,3,2,,300,84,216,,,,,,,
614978907089560,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"XI Semana de Vinculación en la Facultad de Ingeniería",0,"11/18/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0SZfrTvmDeSg2Ecu5UHxXJSPLKLSUDe7dp6ZTErGvjbMQV8NeM59uGm7ACgLQADrJl,0,0,Foto,,,,,Total,3506,3010,11,10,0,1,,339,101,238,,,,,,,
614948960425888,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"XI Semana de Vinculación en la Facultad de Ingeniería",0,"11/18/2022 14:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid027w329Jm7zsPNAQCTcevPXgfLS6x7UDAJWtwuh3hYkJKQZxdzDNaosQfHjygoYBRel,0,0,Foto,,,,,Total,3937,3284,16,16,0,0,,457,171,286,,,,,,,
614938663760251,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 14:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid08ZWhUDk1WGz9c11dR6uVXBfom1xVYJJw2pVmbgiHBfCkaHjpWv6B2bdo6LrnvBg9l,0,0,Foto,,,,,Total,1792,1571,4,4,0,0,,45,10,35,,,,,,,
614917817095669,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"En la XI Semana de Vinculación en la Facultad de Ingeniería con el conferencista Dr. Nicolás Díaz Silva de Honeywell Aeroespace con más de 12 años de experiencia en el sector Aeroespacial. Actualmente se desempeña como Principal Materials Engineer en Honeywell Aeroespace. Es encargado de liderear equipos de trabajo de procesos especiales a nivel Aeroespacial, apoyo técnico para revisión y/o creación de especificaciones de materiales o procesos, apoyo a diseño de nuevos productos, representante de Honeywell ante la asociación NADCAP para el grupo de trabajo de Materiales Compuestos, así como apoyar en el desarrollo técnico de personal de ingeniería. Con la participación de la Dra. Virginia García Responsable del Programa Educativo y la Dra. Miriam Siqueiros. 

Los alumnos tuvieron una experiencia grata con la empresa de conocimiento y aprendizaje. 
¡Enhorabuena!",0,"11/18/2022 13:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid06Z6TQBCFs9UqEU4g8erzjwfimSoqogeTPvrm2w1t7xGsU1YYSqRM8Q79bdrwrcA6l,0,0,Foto,,,,,Total,3858,3279,29,28,0,1,,415,106,309,,,,,,,
614884323765685,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0y4z1HMDxAXhXJK2Ww9xrEGDBHontZxYiohz2UwpKAW9zUte9YVWnX59xqTWuUCVwl,0,0,Foto,,,,,Total,1442,1269,2,2,0,0,,11,2,9,,,,,,,
614876917099759,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,397,"11/18/2022 12:11",uploaded,https://www.facebook.com/fimuabc/posts/pfbid021mNZTa1DbAV7suzDZPtUfcWSyjM6K11JWG4DpToDB3sSFvWBGgHeVbythNXageCKl,0,0,Video,,,,,Total,1140,971,5,5,0,0,,107,79,,,28,9418.135,9.571,0,0,0
614875763766541,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"liga de la convocatoria de intersemestrales:
https://drive.google.com/file/d/12ThMkL_8h9TA5bvV1HvST2k62DdeaPDs/view",0,"11/18/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02XJ7bz1WhD95BmTPki5MapdRXWgUF5zdMZoR5qCGeBPkbBsUbu1UY4wVM3VQXfhhNl,0,0,Foto,,,,,Total,2033,1756,3,3,0,0,,334,30,109,195,,,,,,
614874623766655,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02DpyLGdCNt9C5K4DPqGkqHETUknUSHQp5Dv7rxd1VEo1fxhq4wKsFDqweBWWYs7zUl,0,0,Foto,,,,,Total,2963,2623,10,8,1,1,,293,55,238,,,,,,,
614767873777330,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/18/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0jAMhtSkZE7Ld19S73gZt9isqEho7VdkbZvYQo96zLLxXG8GRVrq7UNd9zMYabBwTl,0,0,Foto,,,,,Total,1111,996,3,3,0,0,,10,5,5,,,,,,,
614765437110907,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Ganadores del primer lugar del 6to concurso nacional de pico-satelites educativos CanSat donde participaron 22 equipos de todo el país. El satélite presentado tenía como misión principal analizar las islas de calor en las ciudades. Muchas felicidades al club RAMS aerospace con su proyecto Spirit.
El concurso se realizó en el Instituto Tecnológico de Puebla. En la ciudad de Puebla.
¡Muchas Felicidades!",62,"11/18/2022 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0JGpRyafY36JpUXJvi73jZ8XEsD71qFK9KTshY7aiykJAXfLKooxNYr3jeB2qydk3l,0,0,Video,,,,,Total,4711,3612,324,268,39,17,,600,550,,,50,47835.817,11.274,0,0,0
614764643777653,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Ganadores del primer lugar del 6to concurso nacional de pico-satelites educativos CanSat donde participaron 22 equipos de todo el país. El satélite presentado tenía como misión principal analizar las islas de calor en las ciudades. Muchas felicidades al club RAMS aerospace con su proyecto Spirit.

El concurso se realizó en el Instituto Tecnológico de Puebla. En la ciudad de Puebla.

¡Muchas Felicidades!",0,"11/18/2022 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0frFsXxAzDtxUqnqMoNNzz4xstoawHW7Q9MJJwTD25UdhcptHFE8TufUdACgxgGvml,0,0,Foto,,,,,Total,19064,15991,1252,1063,136,53,1,4138,1742,2396,,,,,,,
614190393835078,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/17/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02N144Te98n53iNAjNg9KgF9S9dmzkDkrEP9yzBSQnqZ2kiGDHzkVSfMmbaJJxDziRl,0,0,Foto,,,,,Total,3004,2282,45,31,0,14,,82,28,54,,,,,,,
614188087168642,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Se solicitan dos prestadores de servicio social Segunda Etapa para el programa: Desarrollo e Implementación de Software y páginas Web para el área de maestría y doctorado en Ciencias de la Ingeniería. 
Licenciado en sistemas computacionales o ingeniero en computación.
Datos de contacto para solicitar más información:
analistacip.fim@uabc.edu",0,"11/17/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0dCVLYbWK5WxL6X9N6oLvufCCJ7u7YGtcCTFd68wjVrQDWcZGhS2u8Fvbjj3caHt1l,0,0,Texto,,,,,Total,2039,1948,3,3,0,0,,12,12,,,,,,,,
614087667178684,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Es importante realizar la evaluación de tu tutor antes del 25 de Noviembre
📑 ingreso al 𝐒𝐈𝐓, a través de https://siii.uabc.mx/",0,"11/17/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0ujMVa25YAUtNBf1BS6suC5VV7JiF1YQqPat7wcRxUfV5fyruoSRJ9wD5mnMJ7PRfl,0,0,Foto,,,,,Total,3211,3010,15,10,2,3,,259,71,41,147,,,,,,
614071103847007,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/17/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0wHtXv2khnGPPsZvZ6A4R18HofbpGgRKcMC8RxDXgLNoBVmg419qNdMFwjTQs6AGol,0,0,Foto,,,,,Total,969,886,0,0,0,0,,7,1,6,,,,,,,
614015900519194,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/17/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid035U5V9ZGsVQXcar69iado8hXXdD44ijokAG6W6fxmcPUyji4WvTqFkf61rPsikFZtl,0,0,Foto,,,,,Total,1640,1512,2,2,0,0,,20,6,14,,,,,,,
613978297189621,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Hoy inicia, te esperamos !
Actividad con valor en créditos.",0,"11/17/2022 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02LXehfvJGxBEmLTeYt5qRDtT4CdbkPJY2sEqx2MZtDfToaAPZZnmAfRGA8ew1n7gml,0,0,Foto,,,,,Total,1898,1749,3,3,0,0,,113,14,99,,,,,,,
613454420575342,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2022 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0WMqYmGfmQGQoC1qXwCGaD9joBGLyBvDYrRkf3dE3VbyYUu3kJz5TCN1opN67aP8Xl,0,0,Foto,,,,,Total,3086,2796,16,10,3,3,,213,58,155,,,,,,,
613416950579089,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0TYty48F87X4aY13p4zytj44SSqJg44N7wozZAdaNEALyd5jW5k794pDinRr46WDFl,0,0,Foto,,,,,Total,9753,8893,510,486,9,15,,2235,1977,258,,,,,,,
613365220584262,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0a9gHnUbC3gFrZqX8kAs82R38C6BxkS9WYjKgcUfs7ApHCgATbNvYnbgFU7B9132Pl,0,0,Foto,,,,,Total,1889,1612,4,3,0,1,,78,7,71,,,,,,,
613362657251185,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid03e38pSs8kRMZBx2SuiSfRkW5G5GnieZRF274GtdtzgucjtjgPafC2sLs3CeFFvQ2l,0,0,Foto,,,,,Total,1404,1282,4,4,0,0,,19,6,13,,,,,,,
613145337272917,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/16/2022 08:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0r5p9eDWz5FPaLQXQHKkFPAHDR1riJ14jdjXWxHo93d36tHycbpgYHrLdRPsA3Yqtl,0,0,Foto,,,,,Total,2315,2202,13,13,0,0,,94,11,83,,,,,,,
612601467327304,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/15/2022 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid022MSptoUuEuBAFiqUkLSdR9ZDK4EYSGdUCMoBU7AZ7MV9H5zSJVWcj6C9u5XwCWPgl,0,0,Foto,,,,,Total,3175,2900,16,9,2,5,,218,185,33,,,,,,,
612572003996917,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy se llevó a cabo la inauguración del Seminario Internacional nanoMXL en su modalidad híbrida. En el Presidium estuvo en representación de la Vicerrectora Dra.Gisela Montero Alpírez, el Dr. José Ángel León Valdez Jefe del Departamento de Apoyo a la Extensión de la Cultura y Vinculación, Dra. Araceli Celina Justo López Directora de la Facultad de Ingeniería, Dr. Mario Alberto Curiel Álvarez Director del Instituto de Ingeniería, Dr. Oscar Manuel Pérez Landeros Comité Organizador del Seminario nanoMXL, Dr. Abraham Arias León Responsable del Programa Educativo de Electrónica y parte del Comité Organizador del Seminario nanoMXL. Al terminar la inauguración se dio inicio con la primer conferencia plenaria Nanomateriales y Nanotecnología: Caracterización y Manufactura Avanzada a cargo del. DR. Mario Alberto Curiel Álvarez, Director del Instituto de Ingeniería.",0,"11/15/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02DjQHkHhsYAixqfs5mk8n4UFwfrk5v85oTVefhDzia3b7eGEfczWjZzVuiY7BB1izl,0,0,Foto,,,,,Total,3433,3206,52,49,0,3,,376,117,259,,,,,,,
612553143998803,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/15/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0xpttuCs2QMzgo2FBKciy6zdRxJ35VRjsQTeAz6yLZMhqDgyB71ZpgkWY9RgSwAcul,0,0,Foto,,,,,Total,1460,1322,2,2,0,0,,18,2,16,,,,,,,
612549183999199,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/15/2022 14:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid09qzcYSUJexn2E7DDYyBwzMss46pjqn64DEB7xvpjKuPGsuUwzx7nziboNGg7GG9pl,0,0,Foto,,,,,Total,3468,3178,32,26,3,3,,835,233,602,,,,,,,
612433177344133,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/15/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid01uca8X5XgQMbqMfa9e3zBWckdBLp38HcDw21Qmbv8jrsEFnEYRLWfvNYY33ViHFl,0,0,Foto,,,,,Total,1505,1347,3,3,0,0,,15,10,5,,,,,,,
611817994072318,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"""XI Semana de vinculación, ciencia y emprendimiento"".",0,"11/14/2022 16:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0XMwLR6BsHwppKkg9oGoPcqmAWFUsBrZgPy4iRKJ5n5qzFwCtijZPZ9CrScMz6DfYl,0,0,Foto,,,,,Total,2348,2068,5,3,0,2,,135,28,107,,,,,,,
611802684073849,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0aVzSzAyGixDc8ZD1rCxzP7pRv4SVLBpkF23ovRputEGcEe8bkaY3GaYcQujk6TTel,0,0,Foto,,,,,Total,2250,2124,14,12,0,2,,64,15,49,,,,,,,
611731444080973,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02FtSxVaWvMkoXtpzBy5NpEkvmkTM21MJQfzXqFwqtFo14GJdfuke3mnTYaTg3eCLbl,0,0,Foto,,,,,Total,2617,2210,28,17,4,7,,97,65,32,,,,,,,
611723097415141,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0yn9zbkkzA5Raz1xytVn6XyEPAswzkRRDTUPQcdUoopq8Uo9gJJ9BseE8uMK55h2Jl,0,0,Foto,,,,,Total,1844,1476,3,1,0,2,,38,6,32,,,,,,,
611722480748536,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02MxS3Gn2YViZjMZmkG1D3wu3feG6zfMf6W6oyYFFCYdyMZ7Utma7AHkQrnXySYf9Al,0,0,Foto,,,,,Total,1720,1608,11,11,0,0,,46,11,35,,,,,,,
611721934081924,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2022 11:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid025NBXP54JdTciDThju2ok6pLmFUpWzAGVXYjbSWTtjAQky41HoLgPHX6An6RzKYRGl,0,0,Foto,,,,,Total,1540,1297,3,2,0,1,,19,3,16,,,,,,,
611690447418406,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La FIM se enorgullece en felicitar al alumno: MARIBEL VALENZUELA BELTRÁN por la obtención del grado de DOCTORADO EN CIENCIAS, ""AGENTES CONVERSIONALES PARA APOYAR LA FORMACIÓN DE HÁBITOS DE MEDICACIÓN DEL ADULTO MAYOR"" con el tema, área: COMPUTACIÓN.
DIRECTOR DE TESIS: DRA. MARCELA DEYANIRA RODRIGUEZ URREA",0,"11/14/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0GSzc3CKvSu43VsH8bjnJiuJNwk2smoEXudzgaCn8vAn7AeC6UFABKg9JRt8Ykzokl,0,0,Foto,,,,,Total,4354,4203,26,25,0,1,,559,101,458,,,,,,,
611688650751919,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid029C6bEtgM5PSjh6Kr1Ak4zM4S9h6v8t7BcSyXFshuxm9hvg3EoAwzMcgiQdT1g8oMl,0,0,Foto,,,,,Total,2554,2366,73,64,3,6,,107,34,73,,,,,,,
611649377422513,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0XGFywnagrgx4Jq37MwuV8KdWSQyQieq9WPE8rRatN4sSmVq83vSNvejGA3dQYvj7l,0,0,Foto,,,,,Total,1096,1033,3,3,0,0,,15,4,11,,,,,,,
611647100756074,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"""Ecos del 55 aniversario de la Facultad de Ingeniería""",107,"11/14/2022 09:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0FfzvKhNmxWGnK3xQR7CeRv4ytfpW1Jq5yZ6VWBRVMzTLe1AQVjS725KYzrQ7QfRAl,0,0,Video,,,,,Total,2289,1938,99,81,15,3,,288,230,,,58,31716.965,14.582,0,0,0
611646420756142,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/14/2022 09:11",N/A,https://www.facebook.com/photo.php?fbid=611646420756142&set=a.560878725832912&type=3,0,0,Foto,,,,,Total,49,44,31,31,0,0,,1,,1,,,,,,,
609706634283454,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Recibe la Facultad de Ingeniería reconocimiento por parte de ANFEI por ser una institución consolidada con reconocimiento internacional. Es una distinción al trabajo de todos los miembros de la FIM, maestros, administrativos, servicios, alumnos, egresados, empleadores, todos contribuyen a que logremos seguir poniendo en alto el nombre de nuestra Facultad.",0,"11/11/2022 17:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0CTgoFwoGAHY1FxS2YTrezFFvdQzrh7jVMnRfRjZrZ7UMHexNqrLBnDHfx6kqEPtAl,0,0,Foto,,,,,Total,6231,5608,114,105,3,6,,1065,363,702,,,,,,,
609655970955187,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/11/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02XTwgSFSQm7vfRyzziGMByMm4nUGYohoXiU2YQHEp3zoPciG1WBzGPEmBRx7PhpdEl,0,0,Foto,,,,,Total,1095,961,2,2,0,0,,10,2,8,,,,,,,
609595874294530,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/11/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0WRLGSzTewuzebdN5w6bhFnAMorQB2khufhK1RXoFFV122DjLnhbjgxRwKUjJKcdwl,0,0,Foto,,,,,Total,1263,1115,1,1,0,0,,18,7,11,,,,,,,
609591247628326,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La FIM se enorgullece en felicitar al alumno: JORGE IGNACIO ANGUIANO LIZAOLA por la obtención del grado de DOCTORADO EN CIENCIAS, ""CARACTERIZACIÓN MEDIANTE FRACTOGRAFÍA DEL MECANISMO DE FALLA POR DEFECTOS EN VIDRIO PLANO"" con el tema, área: Mecánica. 
DIRECTOR DE TESIS: DRA. LIDIA ESTHER VARGAS OSUNA
CODIRECTOR: DRA. VIRGINIA GARCIA ANGEL
¡Enhorabuena!",0,"11/11/2022 12:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02ZxD7gjobJB8wnUS81j1NRYc2jz2EWrbUgvTctp3qD25jfNJdkFm5Auz6aaYGtuGfl,0,0,Foto,,,,,Total,6829,6292,290,231,51,8,,1369,504,865,,,,,,,
609525220968262,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"""A toda la comunidad,

Se les invita al Seminario Internacional nanoMXL, el cuál se llevará a cabo los días 15 y 16 de noviembre en el Aula Magna de la FIM y de manera virtual a través de Google Meet.

Para mayor información visite el sitio https://sites.google.com/uabc.edu.mx/nanomxl o ingrese a través del código QR.

El evento contará con 4 conferencias plenarias y 19 presentaciones orales por especialistas en el área. 

Esta es una Actividad Con Valor en Créditos.

#CimarronEnFormacion💛🐏💚""",0,"11/11/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0LG2zqPumU2tQo3wJWdJukCr1DtEwpznsyUYSQGwG9CYX5GZnTB2YcTLS5LeBmV85l,0,0,Foto,,,,,Total,4105,3913,46,33,7,6,,201,80,104,17,,,,,,
582213057032812,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"10/07/2022 11:10",N/A,https://www.facebook.com/fimuabc/posts/pfbid029WfQKLz2u7GjNHTj4P4qa3nEXqvDe13MPqMEMSejvLvELwsUMUqZbYzKj5qLEiFsl,0,0,Foto,,,,,Total,1423,1284,9,8,0,1,,18,9,9,,,,,,,
582113353709449,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"10/07/2022 08:10",N/A,https://www.facebook.com/fimuabc/posts/pfbid02pRVMyUahfCbnTTeTZcFbdkLqEQM9VYELPHLVyNBzEtEA6AE91yKj21LiM2Xvk1sgl,0,0,Foto,,,,,Total,1845,1659,3,3,0,0,,36,8,28,,,,,,,
607390594515058,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"""Alumnos de nuevo ingreso a tronco común de ingeniería, se les hace una atenta invitación a asistir a la SEGUNDA tutoría grupal que será del 10 al 18 de noviembre de manera presencial, en la fecha, hora y lugar que indica en la programación publicada. Se hablará sobre temas cómo: intersemestrales, requisitos para inscripción y subasta, entre otros. Busca el horario de tutoría para tu grupo, te esperamos""",0,"11/08/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0g1sFnYx45f1bvsxK1WsmczTbSHsTdrHiRwSYmRv6PYyoASrrR9Yb2J1j5j3Joty4l,0,0,Foto,,,,,Total,3740,3423,17,7,7,3,,276,87,189,,,,,,,
606643491256435,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La FIM presentó 6 Altares, dedicados a personas finadas de su comunidad participando los  Programas educativos de Mecánica, Civil, Eléctrica, Mecatrónica, Licenciados en Sistemas Computacionales y Club EcoSmart. Resultando ganadores de los tres primeros lugares. Primer lugar: Mecatrónica, Segundo Lugar: LSC y Tercer lugar: Mecánica. Durante la premiación estuvieron presentes la Dra.Araceli Celina Justo López Directora de la FIM, Dr. Emmanuel Santiago Durazo Romero Coordinador de Extensión y Vinculación de la FIM, la Lic. Noely Rodríguez González del Departamento de Informática y Biblioteca y el Encargado de Arte, Cultura y Deporte de la Facultad de Ingeniería M.I. Francisco Javier Colado Basilio acompañados de docentes, alumnos y personal administrativo. ¡Reconocemos el trabajo y esfuerzo de todos los participantes!",0,"11/07/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Mp8eBNffwTkXx5jYm9yYXWNnr6HArzFKZeqHCD3QxZF1f3bC4Cb1YBpHy1Ac2R8vl,0,0,Foto,,,,,Total,5590,4969,32,31,0,1,,1198,99,1099,,,,,,,
606531061267678,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/07/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid025FdUQumpvumKhcSSDgesuBqVc3unBeGg22RcJ6GaH3YLZSUTXvMesPjbHzNSeN3tl,0,0,Foto,,,,,Total,2119,1825,17,16,0,1,,44,9,35,,,,,,,
606530137934437,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/07/2022 10:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid029HzduqSBDDdzLKPbVLZSQobw7AN71W7WThcNi32hmYRhfRhcwo7UEXqy3chQbRyBl,0,0,Foto,,,,,Total,4227,3751,19,15,2,2,,243,24,219,,,,,,,
604384464815671,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Concurso de Altar de Muertos FIM 2022

La FIM presentó 6 Altares, dedicados a personas finadas de su comunidad participando los  Programas educativos de Mecánica, Civil, Eléctrica, Mecatrónica, Licenciados en Sistemas Computacionales y Club EcoSmart. Representaron el trabajo en equipo, unión y colaboración de alumnos, maestros y familiares para seguir esta gran tradición mexicana. Durante el recorrido estuvieron la Dra.Araceli Celina Justo López Directora de la FIM, Dr. Alejandro Peimbert Duarte Director de la Facultad de Arquitectura y Diseño, la Lic. Noely Rodríguez González del Departamento de Informática y Biblioteca y el Encargado de Arte, Cultura y Deporte de la Facultad de Ingeniería M.I. Francisco Javier Colado Basilio acompañados de docentes, alumnos y personal administrativo que hicieron el recorrido por cada uno de los altares de la FIM. ¡Gracias a todos los participantes por su trabajo y esfuerzo!",0,"11/04/2022 14:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid04SzqRbQDwmnRq1NPJTYRkyTNPTwATWbeimpqUZmotg8dw6pRfrysZYdm8moZLQKml,0,0,Foto,,,,,Total,8130,7388,185,160,15,10,1,2861,911,1948,2,,,,,,
603651128222338,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Atención estudiantes de etapa terminal, fecha de aplicación viernes 4 de noviembre, lunes 7 de noviembre y martes 8 de noviembre. Favor de revisar su correo institucional. Gracias.",0,"11/03/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid031ZFQVrL579i8LPfxqHQngTqouwGtHesZVcCeqHwfbswufq3EkCwTMZpLHcDy4gnwl,0,0,Foto,,,,,Total,3901,3240,10,3,4,3,,242,213,29,,,,,,,
603620071558777,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/03/2022 14:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02cv79eyPxPcUnv8ShQ6rd8s43b2jLQ4q6DQB4gXkDNKaELwupybJbro2HoMo8RADtl,0,0,Foto,,,,,Total,4751,4259,19,12,5,2,,495,235,260,,,,,,,
602253168362134,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"11/01/2022 18:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid02sMXh12ho8ZEQnbRzaf1xAUqWgyFVgctd6TE1PhbVAgPnSKtxEwxH4cuNyzsaM3tql,0,0,Foto,,,,,Total,2381,2052,12,9,0,3,,81,20,61,,,,,,,
602196841701100,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Es hoy, no faltes !!!!",0,"11/01/2022 15:11",N/A,https://www.facebook.com/fimuabc/posts/pfbid0SGR3yuWpxu16ehemfmKz8pDi7wT8dRPaSsLJL69X6QNfzP2jZZb63yLkEV8dfjgsl,0,0,Foto,,,,,Total,1832,1619,2,2,0,0,,21,8,13,,,,,,,
